label,text,llm_check,suspect,style,group,accept
yes,না না আর কিছু লাগবে না কনফার্ম করেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না ঠিক আছে ভাই অর্ডারটা নিয়ে নেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না আর পরিবর্তন দরকার নেই কনফার্ম করে ফেলেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না ঠিক আছে আপু অর্ডারটা কনফার্ম করে দেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না মানে সব ঠিক আছে অর্ডার দিয়ে দেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না থাক আর কিছু লাগবে না কনফার্ম করুন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না ঠিক আছে ভাই আপনি কনফার্ম করে দেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না সব ঠিক আছে অর্ডারটা কনফার্ম করেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না আর চেঞ্জ করতে হবে না কনফার্ম দেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,না না ঠিক আছে ভাইয়া অর্ডারটা রেখে দেন,yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),21,
yes,"জি কনফার্ম করে দেন, তবে একটু দ্রুত পাঠাবেন প্লিজ।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"হ্যাঁ ভাই কনফার্ম করেন, ডেলিভারিটা যদি একটু তাড়াতাড়ি হতো।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"জি ঠিক আছে, অর্ডারটা একটু দ্রুত কুরিয়ার করে দিয়েন।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"আচ্ছা কনফার্ম করে দিন, যত দ্রুত সম্ভব পাঠালে ভালো হয়।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"হুম কনফার্ম করেন, কিন্তু ডেলিভারিটা একটু জলদি দিবেন।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"জি ভাই কনফার্ম করে দিন, আমার একটু জরুরি তো।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"হ্যাঁ আপু কনফার্ম করে দেন, কাইন্ডলি একটু তাড়াতাড়ি পাঠাবেন।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"জি ঠিক আছে, অর্ডারটা যত তাড়াতাড়ি সম্ভব পাঠালে উপকৃত হতাম।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"আচ্ছা কনফার্ম করে দিন, ডেলিভারিতে একটু দেরি করবেন না প্লিজ।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"হুম ভাই কনফার্ম করেন, যত দ্রুত সম্ভব পাঠালে ভালো হয়।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"জি কনফার্ম করে দেন, আমার ডেলিভারিটা একটু জলদি লাগবে।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"হ্যাঁ ঠিক আছে, অর্ডারটা একটু দ্রুত পাঠালে খুব ভালো হতো।",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",22,
yes,"মানে, হ্যাঁ ঠিক আছে, অর্ডারটা কনফার্ম করেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"আসলে... জি, ঠিক আছে, কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"হুম, ঠিক আছে আপু, কনফার্ম করে দিতে পারেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"একটু ভাবছিলাম, তবে ঠিক আছে, কনফার্ম করেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"উম, হ্যাঁ ভাই, আমার অর্ডারটা কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"মানে, ঠিক আছে, কনফার্ম করে ফেলেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"আসলে ভাই, কনফার্ম করে দেন, সমস্যা নেই",yes,,"hesitant but finally agrees, with fillers",23,
yes,"হুম, ঠিক আছে, অর্ডারটা কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"উম, হ্যাঁ আপু, আমার অর্ডারটা কনফার্ম করেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"একটু দেরি হচ্ছে, তবে ঠিক আছে, কনফার্ম করেন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"মানে, হ্যাঁ ভাই, অর্ডারটা কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",23,
yes,"জ্বি আপু, এটাই ঠিক আছে",yes,,plain agreement,24,
yes,"হুম, করে দিন",yes,,plain agreement,24,
yes,"আচ্ছা, কনফার্ম করে ফেলেন",yes,,plain agreement,24,
yes,"জি, অর্ডারটা কনফার্ম করেন",yes,,plain agreement,24,
yes,"হ্যাঁ, সব ঠিক আছে, কনফার্ম করে দিন",yes,,plain agreement,24,
yes,"জি ভাইয়া, এটাই রাখেন",yes,,plain agreement,24,
yes,"ঠিক আছে, কনফার্ম করে দিন প্লিজ",yes,,plain agreement,24,
yes,"জি, অর্ডারটা দিয়ে দিন",yes,,plain agreement,24,
yes,"হ্যাঁ, কনফার্ম করে দেন",yes,,plain agreement,24,
yes,"জি আচ্ছা, অর্ডারটা নিয়ে নিন",yes,,plain agreement,24,
yes,"হ্যাঁ, এটাই কনফার্ম করে দিন",yes,,plain agreement,24,
yes,"না না সমস্যা নাই, অর্ডারটা কনফার্ম করে দেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না কাটবেন না, অর্ডারটা কনফার্ম করেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"উম, না না ঠিকই আছে, আপু কনফার্ম করে দেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না ক্যান্সেল করবেন না, এটাই অর্ডার করে দেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না ঠিক আছে, অর্ডারটা কনফার্ম করেন তো।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না আসলে আর কিছু লাগবে না, কনফার্ম করেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না একদম ঠিক আছে, অর্ডারটা কনফার্ম করে দিন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না ভাই, আপনি অর্ডারটা কনফার্ম করে দেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"না না আর কিছু চেঞ্জ করতে হবে না, কনফার্ম করে দেন।",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),25,
yes,"হ্যাঁ কনফার্ম করে দেন, তবে একটু দ্রুত ডেলিভারি দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"জি ভাইয়া কনফার্ম করেন, পার্সেলটা একটু তাড়াতাড়ি পাঠানোর ব্যবস্থা কইরেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,অর্ডারটা কনফার্ম করেন কিন্তু কালকের মধ্যেই যেন পাই,yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"আচ্ছা ঠিক আছে কনফার্ম করে দেন, ডেলিভারিটা একটু জলদি দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"হ্যাঁ কনফার্ম করেন তো, আমার হাতে সময় খুব কম তাড়াতাড়ি পাঠায়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"জি আপু কনফার্ম করে দেন, ডেলিভারিটা একটু সকাল সকাল দিলে ভালো হতো",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"হুম কনফার্ম করেন ভাই, একটু দ্রুত পাঠাবেন প্লিজ",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,অর্ডারটা কনফার্ম করে দেন আর কুরিয়ারে একটু তাড়াতাড়ি দিয়েন,yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"হ্যাঁ কনফার্ম করেন, ডেলিভারিটা কিন্তু দ্রুত চাই",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"জি ভাই অর্ডারটা কনফার্ম করেন, আমারটা যেন একটু তাড়াতাড়ি আসে",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"আচ্ছা কনফার্ম করে দেন তো, একটু তাড়াতাড়ি পাঠানোর চেষ্টা কইরেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"হ্যাঁ কনফার্ম করেন ভাইয়া, ডেলিভারিটা একটু দ্রুত হইলে ভালো হয়",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",26,
yes,"উম, মানে, আসলে ঠিক আছে, কনফার্ম করে দেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"হুম, আচ্ছা ভাই, অর্ডারটা কনফার্ম করতে পারেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"মানে, ঠিক আছে, অর্ডারটা কনফার্ম করে ফেলেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"আসলে একটু দ্বিধায় ছিলাম, তবে ঠিক আছে কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"উম, আচ্ছা আপু, অর্ডারটা কনফার্ম করে দিয়েন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"হুম, ঠিক আছে ভাই, কনফার্ম করে দেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"মানে, হ্যাঁ, অর্ডারটা কনফার্ম করে দিলেই হবে",yes,,"hesitant but finally agrees, with fillers",27,
yes,"আসলে আরেকবার ভাবলাম, ঠিক আছে কনফার্ম করে দেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"উম, আচ্ছা, অর্ডারটা তাহলে কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"হুম, মানে ঠিক আছে, কনফার্ম করা যায়",yes,,"hesitant but finally agrees, with fillers",27,
yes,"আসলে ভাইয়া, ঠিক আছে কনফার্ম করে ফেলেন",yes,,"hesitant but finally agrees, with fillers",27,
yes,"উম, হ্যাঁ, অর্ডারটা কনফার্ম করে দিন সমস্যা নেই",yes,,"hesitant but finally agrees, with fillers",27,
yes,"হ্যাঁ ভাইয়া, কনফার্ম করে দেন।",yes,,plain agreement,28,
yes,"আচ্ছা ঠিক আছে, কনফার্ম করে দিন।",yes,,plain agreement,28,
yes,"হুম, এটাই ফাইনাল, কনফার্ম রাখেন।",yes,,plain agreement,28,
yes,"জি আপু, ঠিক আছে, কনফার্ম করে দিন।",yes,,plain agreement,28,
yes,"হ্যাঁ, অর্ডারটা নিয়ে নিন।",yes,,plain agreement,28,
yes,"উম, জি ঠিক আছে, কনফার্ম করেন।",yes,,plain agreement,28,
yes,"হ্যাঁ ভাই, একদম ঠিক আছে, কনফার্ম করে দিন।",yes,,plain agreement,28,
yes,অর্ডারটা কনফার্ম করে ফেলেন।,yes,,plain agreement,28,
yes,"জি, সব ঠিক আছে, কনফার্ম রাখেন।",yes,,plain agreement,28,
yes,"হ্যাঁ, এটাই অর্ডার।",yes,,plain agreement,28,
yes,"না না, ঠিক আছে, অর্ডারটা কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না, আর কিছু লাগবে না, এটা কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না ভাইয়া, সব ঠিক আছে, কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, আর চেঞ্জ করতে হবে না, কনফার্ম করে ফেলেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না আপু, সব ঠিকঠাক আছে, কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, আর বাড়াবো না, অর্ডারটা দিয়ে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, আর কিছু লাগবে না, কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, ঠিক আছে সব, কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না মানে আর কিছু লাগবে না, কনফার্ম করে ফেলেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, আর দেরি করবেন না, কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না, একদম ঠিক আছে, অর্ডারটা কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"না না ভাই, ঠিক আছে, এখন কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),29,
yes,"জি, কনফার্ম করে দেন আর একটু দ্রুত পাঠাবেন প্লিজ",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হ্যাঁ ভাই করে দেন, ডেলিভারিটা কিন্তু জলদি দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হুম করে ফেলেন, তবে ডেলিভারিটা একটু তাড়াহুড়ো করে দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"আচ্ছা ঠিক আছে, একটু দ্রুত পাঠানোর ব্যবস্থা করেন ভাইয়া",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হ্যাঁ করে দেন তো, যতটা সম্ভব তাড়াতাড়ি পাঠানোর চেষ্টা করবেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"জি আপু করে দেন, একটু তাড়াতাড়ি পেলে ভালো হতো",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হ্যাঁ ভাইয়া কনফার্ম করেন, ডেলিভারিটা যেন জলদি হয়",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"উম জি কনফার্ম করে দেন, তবে একটু দ্রুত পাঠাবেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"আচ্ছা ঠিক আছে, একটু তাড়াতাড়ি ডেলিভারি দিবেন কিন্তু",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হ্যাঁ কনফার্ম করেন, ডেলিভারিটা কি একটু দ্রুত পাওয়া যাবে?",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"জি করে দেন, একটু দ্রুত পাঠানোর রিকোয়েস্ট থাকলো",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"হুম ভাইয়া কনফার্ম করে দেন, একটু তাড়াতাড়ি পাঠালে উপকার হতো",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",30,
yes,"আসলে, হুম ঠিক আছে, কনফার্ম করে দিন তো ভাই",yes,,"hesitant but finally agrees, with fillers",31,
yes,"মানে, জি কনফার্ম করে দিতে পারেন, সমস্যা নেই",yes,,"hesitant but finally agrees, with fillers",31,
yes,"হুম, একটু ভেবে দেখি... আচ্ছা, কনফার্মই করে দেন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"হ্যাঁ, মানে সব ঠিক আছে, কনফার্ম করে ফেলেন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"জি, অর্ডারটা কনফার্ম করে দিন আপু",yes,,"hesitant but finally agrees, with fillers",31,
yes,"উম, জি ঠিক আছে, কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"মানে, ঠিক আছে ভাই, কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"আসলে, হুম, কনফার্ম করে দিলেই হবে",yes,,"hesitant but finally agrees, with fillers",31,
yes,"হুম, ঠিক আছে, অর্ডারটা কনফার্ম করে দেন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"জি, সব ঠিক আছে তো, কনফার্ম করে দেন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"উম, মানে ঠিক আছে ভাই, কনফার্ম করে দিন",yes,,"hesitant but finally agrees, with fillers",31,
yes,"জি, অর্ডারটা কনফার্ম করে দিন",yes,,plain agreement,32,
yes,"হ্যাঁ ভাই, এটাই কনফার্ম করেন",yes,,plain agreement,32,
yes,"হুম ঠিক আছে, কনফার্ম করে দেন",yes,,plain agreement,32,
yes,"জ্বি আপু, কনফার্ম করে দিন তো",yes,,plain agreement,32,
yes,"হ্যাঁ, অর্ডারটা কনফার্ম করে ফেলুন",yes,,plain agreement,32,
yes,"জ্বি, আমার অর্ডারটা কনফার্ম করেন",yes,,plain agreement,32,
yes,"হ্যাঁ ঠিক আছে, কনফার্ম করে দিন",yes,,plain agreement,32,
yes,"জ্বি ভাই, অর্ডারটা কনফার্ম করে দেন",yes,,plain agreement,32,
yes,"হুম, কনফার্ম করে দিন প্লিজ",yes,,plain agreement,32,
yes,"হ্যাঁ, অর্ডারটা কনফার্মই করে দেন",yes,,plain agreement,32,
yes,"জি, এটাই ঠিক আছে কনফার্ম করেন",yes,,plain agreement,32,
yes,"জ্বি ভাইয়া, অর্ডারটা কনফার্ম করে ফেলুন",yes,,plain agreement,32,
yes,"না না আর কিছু লাগবে না, অর্ডারটা দিয়ে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ভাই, আর দরকার নেই এটা কনফার্ম করেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না আপু, সব ঠিক আছে আপনি কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ঠিক আছে, অর্ডারটা কনফার্ম করে দেন প্লিজ",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না দরকার নেই, আপনি এটা কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ভাই ঠিক আছে, অর্ডারটা কনফার্ম করেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ঝামেলা নেই, আপনি এটা কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ঠিক আছে, কনফার্ম করে দেন আপু",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না আর কিছু না, অর্ডারটা কনফার্ম করে দেন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"না না ঠিক আছে, আপনি এটা কনফার্ম করে দিন",yes,,starts with না/না না but then agrees (e.g. না না ঠিক আছে দিয়ে দেন),33,
yes,"জি, কনফার্ম করে দিন তবে একটু তাড়াতাড়ি পাঠাবেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"হ্যাঁ ভাই, কনফার্ম করেন কিন্তু ডেলিভারিটা জলদি দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"ঠিক আছে আপু, অর্ডারটা কনফার্ম করেন আর তাড়াতাড়ি পাঠানোর ব্যবস্থা করেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"জি, কনফার্ম করে দিন, আমার একটু জরুরি দরকার ছিল",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"হুম কনফার্ম করেন, তবে একটু দ্রুত ডেলিভারি দিলে ভালো হয়",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"হ্যাঁ ঠিক আছে, অর্ডারটা কনফার্ম করে তাড়াতাড়ি পাঠাবেন প্লিজ",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"জি ভাই, কনফার্ম করেন কিন্তু হাতে একটু তাড়াতাড়ি পেলে ভালো হয়",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"আচ্ছা কনফার্ম করে দিন, যতটা সম্ভব দ্রুত পাঠাবেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"ঠিক আছে, অর্ডারটা কনফার্ম করেন আর তাড়াতাড়ি পাঠানোর চেষ্টা করবেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"জি, কনফার্ম করে ফেলুন আর ডেলিভারিটা একটু ফাস্ট দিয়েন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"হুম ঠিক আছে, কনফার্ম করেন তবে দেরি করবেন না কিন্তু",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
yes,"জি আপু, অর্ডারটা কনফার্ম করে একটু দ্রুত পাঠানোর ব্যবস্থা করেন",yes,,"agreement plus a small request (e.g. হ্যাঁ, একটু তাড়াতাড়ি পাঠাবেন)",34,
no,"না ভাই, আপাতত লাগবে না।",no,,plain refusal,35,
no,"উম, না এটা আমার লাগবে না।",no,,plain refusal,35,
no,"না আপু, অর্ডারটা ক্যান্সেল করে দেন।",no,,plain refusal,35,
no,"আসলে এখন আর নিব না, এটা ক্যান্সেল করে দিন।",no,,plain refusal,35,
no,"না, আমার আর কনফার্ম করার দরকার নেই।",no,,plain refusal,35,
no,"হুম, থাক এখন আর নিতে পারছি না।",no,,plain refusal,35,
no,"না এটা ক্যান্সেল করে দেন, এখন লাগবে না।",no,,plain refusal,35,
no,"না ভাই, অর্ডারটা বাদ দিয়ে দিন।",no,,plain refusal,35,
no,"মানে এখন নিব না, ক্যান্সেল করে দেন।",no,,plain refusal,35,
no,"না আপু, এটা লাগবে না আর।",no,,plain refusal,35,
no,"না, এই অর্ডারটা আমি নিতে চাচ্ছি না।",no,,plain refusal,35,
no,"না ভাই, এটা ক্যান্সেল করে দেন প্লিজ।",no,,plain refusal,35,
no,"জি, না থাক, আপাতত লাগবে না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, কিন্তু এই অর্ডারটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"জি, এটা এখন আর কনফার্ম করবেন না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, মানে আসলে আমার এখন এটা দরকার নেই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"জি, না ভাইয়া, অর্ডারটা ক্যান্সেল করে দেন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, আপাতত থাক, আমি পরে নিব।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"জি, সরি, এটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, উম, আমার এখন আর এটার দরকার নাই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"জি, না আপু, এটা আমি আর নিচ্ছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, আসলে এখন আর অর্ডারটা কনফার্ম করতে চাচ্ছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"জি না, এই অর্ডারটা ক্যান্সেল করে দিন প্লিজ।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"হ্যাঁ, থাক ভাইয়া, এখন আর লাগবে না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",36,
no,"না ভাই, এখন নিব না, টাকা হাতে নেই",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"আপু আসলে এখন বাজেট নেই, অর্ডারটা ক্যান্সেল করে দেন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"জি, অর্ডারটা ক্যান্সেল করেন, পরে অন্য সময় নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"না থাক, এখন আর অর্ডার কনফার্ম করবেন না, টাকা শর্ট আছে",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"হুম, এখন নিব না, পরে দেখে আবার অর্ডার করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
