row_id,text,dataset_intent,llm_intent,llm_alt,script
train-4304,ভাই সাহেব আছেন প্লিজ,greeting,agent_request,,bn
train-4316,hello isanyone online,greeting,agent_request,,en
train-4335,sent by mistake,out_of_scope,order_cancel,,en
train-4336,done .,goodbye,thanks,,en
train-4388,are you a human .,out_of_scope,agent_request,,en
train-4412,sale er somoy dam koto হবে,discount_offer,price_inquiry,discount_offer,mx
train-4416,er cheye sosta kichu ache .,price_inquiry,product_search,price_inquiry,bl
train-4422,কত টাকা অগ্রিম দিতে হবে??,shipping_delivery,payment_issue,price_inquiry,bn
train-4340,so where asap,order_status,shipping_delivery,,en
train-4342,kotha bolajabe,greeting,agent_request,,bl
train-4352,ভাঙা জিনিস পেয়েছি প্লিজ,complaint,return_refund,complaint,bn
train-4353,হ্যালো হ্যালো একটু,greeting,agent_request,greeting,bn
train-4357,ektu shunben vai,greeting,agent_request,,bl
train-4359,vul kore messge diyechi,out_of_scope,thanks,,bl
train-4375,একটু পরে জানাবো,goodbye,greeting,,bn
train-4465,why does my code not apply,discount_offer,payment_issue,discount_offer,en
train-4485,ok tahle,goodbye,thanks,,bl
train-4493,সালাম আছে,product_availability,greeting,,bn
train-4508,tin din hoye gelo ekhono pai nai agei dhonnobad,order_status,shipping_delivery,thanks,bl
train-4510,headphone ache ki,product_search,product_availability,,bl
train-4519,আমি গত সপ্তাহে আপনাদের থেকে অর্ডার করেছিলাম আর ১২৩৪৫৬,out_of_scope,order_status,,bn
train-4523,কুরিয়ারে দিয়েছেন কি রিপ্লাই দিবেন প্লিজ,order_status,shipping_delivery,,bn
train-4525,will i get it today,order_status,shipping_delivery,,en
train-4543,"অনেকদিন অপেক্ষা করছি, শীতের জন্য মোবাইল আছে",product_search,product_availability,,bn
train-4545,ডেলিভারি হয়ে গেছে দেখাচ্ছে কিন্তু পাইনি একটু,order_status,shipping_delivery,complaint,bn
train-4619,কেন প্লিজ,out_of_scope,complaint,,bn
train-4645,Accha tai,out_of_scope,thanks,,bl
train-4649,ekdin ei noshto hoye gache jinis ta?,complaint,return_refund,complaint,bl
train-4652,ভুল করে মেসেজ দিয়েছি প্লিজ,out_of_scope,thanks,,bn
train-4654,kal ki chuti ace,out_of_scope,shipping_delivery,,bl
train-4657,excuse me its been three days and nothing yet sir,order_status,shipping_delivery,complaint,en
train-4680,is cash on delivery available,shipping_delivery,payment_issue,shipping_delivery,en
train-4690,আচ্ছা এত দেরি কেন হচ্ছে ভাই,complaint,shipping_delivery,complaint,bn
train-4712,কালকের অর্ডার আজ পাবো তো আপু,order_status,shipping_delivery,order_status,bn
train-4732,কবে পাবো,order_status,shipping_delivery,order_status,bn
train-4733,শুনছেন আমার কথা,greeting,agent_request,,bn
train-4775,Koto taka ogrim dite hobe,shipping_delivery,price_inquiry,payment_issue,bl
train-4812,why is it taking so long?,complaint,shipping_delivery,complaint,en
train-4815,cash on dlivery ache ki,shipping_delivery,payment_issue,product_availability,bl
train-4820,কত টাকা অগ্রিম দিতে হবে ভাই,shipping_delivery,price_inquiry,,bn
train-4853,সেলের সময় দাম কত হবে .,discount_offer,price_inquiry,discount_offer,bn
train-4855,headphone ache ki .,product_search,product_availability,,bl
train-4917,panjabi ache ki,product_search,product_availability,product_search,bl
train-4919,code bshale kaj kore na keno,discount_offer,payment_issue,discount_offer,bl
train-4920,which is the cheapesht one,price_inquiry,product_search,price_inquiry,en
train-4924,hey what will the sale price be bro,discount_offer,price_inquiry,discount_offer,en
train-4927,Aro ektu kom rakha jay na,discount_offer,price_inquiry,discount_offer,bl
train-4862,sheeter jonno headphone আছে,product_search,product_availability,,mx
train-4871,it says delivered but i did not get it,order_status,shipping_delivery,order_status,en
train-4946,vai sheeter jonno kurti ache apu,product_search,product_availability,,bl
train-4963,ডেলিভারি আগেই ধন্যবাদ,shipping_delivery,thanks,shipping_delivery,bn
train-5030,can i pay when i recive it,shipping_delivery,payment_issue,,en
train-5036,এটা কি বন্ধ করে দিয়েছেন প্লিজ,product_availability,order_cancel,order_status,bn
train-5052,কিছু না .,out_of_scope,goodbye,,bn
train-5084,"i am new here so please help, ok then bye",goodbye,greeting,goodbye,en
train-5085,কথা বলতে পারি,greeting,agent_request,,bn
train-4984,কোড বসালে কাজ করে না কেন দয়া করে,discount_offer,payment_issue,discount_offer,bn
train-4985,shuvo ratri vai,goodbye,greeting,,bl
train-5010,একটু ডেলিভারি হয়ে গেছে দেখাচ্ছে কিন্তু পাইনি,order_status,shipping_delivery,order_status,bn
train-5122,tin din hoye gelo এখনো pai nai,order_status,shipping_delivery,order_status,mx
train-5141,Its been three days and nothing yet,order_status,shipping_delivery,order_status,en
train-5142,ashi??,goodbye,greeting,,bl
train-5145,got any,product_availability,product_search,,en
train-5154,শেষ,goodbye,product_availability,,bn
train-5163,আমি গত সপ্তাহে আপনাদের থেকে অর্ডার করেছিলাম আর এর চেয়ে সস্তা কিছু আছে,price_inquiry,product_search,,bn
train-5168,hello which is the cheapest one,price_inquiry,product_search,price_inquiry,en
train-5182,why is it taking so long please reply,complaint,shipping_delivery,complaint,en
train-5188,cash on delivery ache ki,shipping_delivery,payment_issue,product_availability,bl
train-5205,What is this,complaint,out_of_scope,,en
train-5217,পাঞ্জাবি আছে কি প্লিজ,product_search,product_availability,,bn
train-5222,anything else,product_search,out_of_scope,,en
train-5228,aro ektu kom rakha jay na,discount_offer,price_inquiry,discount_offer,bl
train-5253,What else,product_search,out_of_scope,,en
train-5255,cash on delivery ache ki??,shipping_delivery,payment_issue,product_availability,bl
train-5389,এখন order korle pabo,product_availability,shipping_delivery,order_status,mx
train-5401,hey hello is anyone online asap,greeting,agent_request,,en
train-5408,is the small size free .,product_availability,price_inquiry,,en
train-5418,আজ পাবো কি,order_status,shipping_delivery,,bn
train-5421,ektu shunben vai .,greeting,agent_request,,bl
train-5305,কুরিয়ারে দিয়েছেন কি একটু,order_status,shipping_delivery,order_status,bn
train-5312,kothay?,order_status,shipping_delivery,order_status,bl
train-5316,any update on my shipment?,order_status,shipping_delivery,order_status,en
train-5321,ekhono opekkha korchi জিনিস ta kothay,order_status,shipping_delivery,order_status,mx
train-5323,শাড়ি আছে কি প্লিজ,product_search,product_availability,product_search,bn
train-5340,kobe pabo আমার order,order_status,shipping_delivery,order_status,mx
train-5290,আচ্ছা স্যার আছেন দয়া করে,greeting,agent_request,greeting,bn
train-5349,Kotha bola jabe,greeting,agent_request,,bl
train-5373,শুনছেন প্লিজ,greeting,agent_request,,bn
train-5382,"i am new here so please help, where",order_status,product_search,,en
train-5428,hey can we talk,greeting,agent_request,,en
validation-23,"i am new here so please help, oh really",out_of_scope,greeting,,en
validation-73,"onek din opekkha korchi, hey ki obostha",greeting,order_status,complaint,bl
validation-85,ami last week apnader theke order korechilam ar dekha hobe,goodbye,order_status,,bl
validation-122,আমার মালটা কোথায় আটকে আছে??,order_status,shipping_delivery,order_status,bn
validation-137,kalke pabo to eta?,product_availability,shipping_delivery,order_status,bl
validation-38,tracking number din vai,order_status,shipping_delivery,order_status,bl
validation-46,is tomorrow a holiday,out_of_scope,shipping_delivery,,en
validation-51,sorry to bother you but will it be there tomorrow,product_availability,shipping_delivery,,en
validation-56,ektu vanga jinis peyechi vai,complaint,return_refund,complaint,bl
validation-61,Is tomorrow a holiday,out_of_scope,shipping_delivery,,en
validation-66,Oh really,out_of_scope,greeting,,en
validation-161,the stitching came apart in one day,complaint,return_refund,complaint,en
validation-173,vnga jinis peyechi,complaint,return_refund,complaint,bl
validation-179,মানা যায় না ধন্যবাদ,complaint,thanks,complaint,bn
validation-181,kalke pabo to এটা,product_availability,shipping_delivery,order_status,mx
validation-212,আচ্ছা তাই আপু,out_of_scope,greeting,,bn
validation-239,একটু তোমার নাম কি,out_of_scope,agent_request,,bn
validation-249,will it be there tomorrow,product_availability,shipping_delivery,product_availability,en
validation-269,আমি গত সপ্তাহে আপনাদের থেকে অর্ডার করেছিলাম আর রাখছি এখন,goodbye,order_status,,bn
validation-312,কেউ আছেন,greeting,agent_request,,bn
validation-317,আচ্ছা তাই,out_of_scope,greeting,,bn
validation-328,"my friend suggested your page, anything cheaper than this",price_inquiry,discount_offer,product_search,en
validation-343,Kalke pabo to eta,product_availability,shipping_delivery,,bl
validation-350,vai vai ektu somoy hobe vai,greeting,agent_request,,bl
validation-365,dekha hobe,goodbye,out_of_scope,,bl
validation-377,কেউ আছেন ভাই,greeting,agent_request,,bn
validation-386,lter,goodbye,out_of_scope,,en
validation-416,vanga jinispeyechi,complaint,return_refund,complaint,bl
validation-429,123456,out_of_scope,order_status,,en
validation-462,kalke pabo to eta,product_availability,order_status,shipping_delivery,bl
validation-465,হুম আপু,out_of_scope,greeting,,bn
validation-466,ektu kalke pabo to eta,product_availability,order_status,shipping_delivery,bl
validation-468,discount soho koto,price_inquiry,discount_offer,price_inquiry,bl
validation-475,when will i receive my ordr,order_status,shipping_delivery,,en
validation-490,kalke পাবো to eta,product_availability,shipping_delivery,,mx
validation-508,where is last weeks order?,order_status,shipping_delivery,order_status,en
validation-558,vanga জিনিস peyechi,complaint,return_refund,complaint,mx
validation-559,dkha hobe,goodbye,out_of_scope,,bl
validation-560,Will it be there tomorrow,product_availability,shipping_delivery,product_availability,en
validation-586,"ami ekhane notun tai ektu help korun, eta ki holo",complaint,agent_request,,bl
validation-596,হুম,out_of_scope,greeting,,bn
validation-599,free delivery koto tkar order e,shipping_delivery,discount_offer,,bl
validation-615,keno .,out_of_scope,complaint,,bl
validation-617,ভাই ektu somoy হবে,greeting,agent_request,,mx
validation-624,Keno,out_of_scope,complaint,,bl
validation-631,vaiektu somoy hobe,greeting,agent_request,,bl
validation-647,oh realli,out_of_scope,greeting,,en
validation-700,আচ্ছা তাই .,out_of_scope,thanks,,bn
validation-713,excuse me will it be there tomorrow sir,product_availability,shipping_delivery,,en
validation-718,dekha hobe?,goodbye,greeting,,bl
validation-738,ok deal sir,discount_offer,thanks,,en
validation-747,ভাই কেউ আছেন,greeting,agent_request,,bn
validation-761,excuse me 123456,out_of_scope,order_status,,en
test-17,error,payment_issue,complaint,,en
test-26,শুনেন কোথায়,order_status,agent_request,,bn
test-32,so how much advance is needed sir,shipping_delivery,price_inquiry,payment_issue,en
test-59,ok ok ok ok,out_of_scope,thanks,,en
test-60,আরেকটু কম রাখা যায় না .,discount_offer,price_inquiry,,bn
test-66,shobcheye kom dami kunta agei dhonnobad,price_inquiry,product_search,price_inquiry,bl
test-78,Parcel hate peye taka dibo,shipping_delivery,payment_issue,shipping_delivery,bl
test-81,errr,payment_issue,out_of_scope,,en
test-85,aj pabu ki,order_status,shipping_delivery,order_status,bl
test-129,i ordered from you last week and how much though,price_inquiry,order_status,,en
test-162,ছবির সাথে মিল নেই .,complaint,return_refund,complaint,bn
test-165,code,discount_offer,out_of_scope,,bl
test-171,Shobcheye kom dami kunta,price_inquiry,product_search,price_inquiry,bl
test-182,khoborki,order_status,greeting,,bl
test-217,i did not understand anythng you said,out_of_scope,agent_request,,en
test-225,আসসালামু আলাইকুম ভাই পাবো,product_availability,greeting,,bn
test-243,আসসালামু আলাইকুম ভাই ডেলিভারি চার্জ কত,shipping_delivery,price_inquiry,greeting,bn
test-246,শুনেন কোথায় দয়া করে,order_status,agent_request,order_status,bn
test-251,ডেলিভারি চার্জ কত দয়া করে,shipping_delivery,price_inquiry,,bn
test-254,eid erjonno notun kichu ache,product_search,discount_offer,product_search,bl
test-258,ektu vaiya achen ektu,greeting,agent_request,,bl
test-270,khubor ki,order_status,greeting,,bl
test-278,show me the cheaper options,product_search,price_inquiry,product_search,en
test-287,anyone there,greeting,agent_request,greeting,en
test-290,একটু ওকে তাহলে,goodbye,out_of_scope,,bn
test-299,ektu code,discount_offer,out_of_scope,,bl
test-304,shobcheye komdami kunta,price_inquiry,product_search,price_inquiry,bl
test-306,how much advance is neded,shipping_delivery,payment_issue,price_inquiry,en
test-326,accha bad din bhai,order_cancel,goodbye,,bl
test-327,will yesterdays order arrive today,order_status,shipping_delivery,order_status,en
test-329,shobcheye kom dami kunta,price_inquiry,product_search,price_inquiry,bl
test-338,khobor ki,order_status,greeting,,bl
test-357,is this chat actve,greeting,order_status,agent_request,en
test-360,আচ্ছা তুমি কি মানুষ,out_of_scope,agent_request,,bn
test-427,vai eid er jonno notun kichu ache ektu,product_search,discount_offer,product_search,bl
test-428,chai na?,order_cancel,out_of_scope,,bl
test-439,aj pabo ki,order_status,shipping_delivery,order_status,bl
test-375,raki,goodbye,out_of_scope,,bl
test-376,আজ পাবো ki,order_status,shipping_delivery,order_status,mx
test-393,anyne there,greeting,agent_request,,en
test-401,শুনেন তুমি কি মানুষ,out_of_scope,agent_request,,bn
test-451,আমি গত সপ্তাহে আপনাদের থেকে অর্ডার করেছিলাম আর পাবো,product_availability,order_status,,bn
test-458,okok ok ok,out_of_scope,thanks,,en
test-468,সালাম কতদিন,shipping_delivery,greeting,,bn
test-470,anyonethere,greeting,out_of_scope,,en
test-475,Show me the cheaper options,product_search,price_inquiry,,en
test-501,sorry to bother you but anyone there,greeting,agent_request,,en
test-503,Rakhi,goodbye,out_of_scope,,bl
test-512,ওকে তাহলে,goodbye,thanks,,bn
test-524,couriere diyechen ki,order_status,shipping_delivery,,bl
test-532,ছবির সাথে মিল নেই দয়া করে,complaint,return_refund,complaint,bn
test-533,Anyone there,greeting,agent_request,,en
test-537,ছবির সাথে মিল নেই,complaint,return_refund,complaint,bn
test-540,sheshh,goodbye,product_availability,,bl
test-549,ওকে তাহলে দয়া করে,goodbye,thanks,,bn
test-551,salam chai na,order_cancel,out_of_scope,,bl
test-560,excuse me hi are you there asap,greeting,agent_request,,en
test-572,তুমি কি মানুষ,out_of_scope,agent_request,,bn
test-574,i did not understand anything yousaid,out_of_scope,agent_request,,en
test-576,achn,greeting,out_of_scope,,bl
test-581,i did not understand anyting you said,out_of_scope,agent_request,,en
test-606,baddin,order_cancel,out_of_scope,,bl
test-625,সব ভালো তো আপনার,greeting,thanks,,bn
test-643,shunen aj pabo ki bhai,order_status,shipping_delivery,order_status,bl
test-647,শুনেন আরেকটু কম রাখা যায় না,discount_offer,price_inquiry,discount_offer,bn
test-669,আরেকটু কম রাখা যায় না,discount_offer,price_inquiry,discount_offer,bn
test-670,hey ok ok ok ok,out_of_scope,thanks,,en
test-672,i did not understand anything you said,out_of_scope,complaint,agent_request,en
test-765,বিরক্ত করার জন্য দুঃখিত কিন্তু চাই না,order_cancel,goodbye,,bn
test-777,how much advance is needed,shipping_delivery,price_inquiry,,en
test-785,Bad din,order_cancel,complaint,,bl
test-800,khobr ki,order_status,greeting,,bl
test-741,কোথায়??,order_status,shipping_delivery,,bn
test-749,salam code,discount_offer,greeting,,bl
test-750,আরেকটু কম রাখা যায় না আপু,discount_offer,price_inquiry,,bn
test-689,একটু চাই না,order_cancel,out_of_scope,,bn
test-692,cude,discount_offer,out_of_scope,,bl
test-707,তুমি কি মানুষ প্লিজ,out_of_scope,agent_request,,bn
test-715,চাই na,order_cancel,out_of_scope,,mx
